Movie Name,Release Year,Rank,Director Name,Genres
2by4,1998,5.8,Jimmy Smallhorne,Drama
3,1971,7.2,Nicole Macé,Drama
3 1/2 Blocks from Home,1992,2.7,James Yukich,"Comedy, Documentary, Romance"
3 A.M.,2001,5.6,Lee (III) Davis,"Crime, Mystery"
3 AM,2003,7.2,Stewart Hopewell,"Horror, Short"
3 Bad Men,1926,6.3,John (I) Ford,Western
3 Days of Rain,2002,5.8,Michael Meredith,Drama
3 Deewarein,2003,7.3,Nagesh Kukunoor,Drama
3 Dumb Clucks,1937,7.3,Del Lord,"Comedy, Short"
3 Evil Masters,1980,7.4,Chin-Ku Lu,"Action, Drama"
3 Feet Under: Digging Deep for the Geoduck,2003,9.0,Justin Bookey,Documentary
3 Godfathers,1948,6.7,John (I) Ford,"Drama, Western"
3 Histrias da Bahia,2001,7.6,Edyala Iglesias,"Comedy, Drama"
3 Histrias da Bahia,2001,7.6,José Araripe Jr.,"Comedy, Drama"
3 Histrias da Bahia,2001,7.6,Sérgio Machado,"Comedy, Drama"
3 Men and a Little Lady,1990,4.5,Emile Ardolino,"Comedy, Family"
3 Misses,1998,7.8,Paul Driessen,"Animation, Comedy, Short"
3 Ninjas,1992,4.0,Jon Turteltaub,"Comedy, Family"
3 Ninjas Kick Back,1994,3.6,Charles T. Kanganis,"Comedy, Family"
3 Ninjas Knuckle Up,1995,2.9,Sang-ok Shin,Comedy
3 Ninjas: High Noon at Mega Mountain,1998,2.3,Sean (I) McNamara,"Action, Comedy, Family"
3 Nuts in Search of a Bolt,1964,5.9,Tommy Noonan,Comedy
3 Ring Circus,1954,5.6,Joseph Pevney,Comedy
3 Ring Wing-Ding,1968,6.2,Alex Lovy,"Animation, Comedy, Family, Short"
3 Strikes,2000,3.6,D.J. Pooh,Comedy
3 Women,1977,7.6,Robert (I) Altman,Drama
"3 Worlds of Gulliver, The",1960,5.9,Jack Sher,"Adventure, Animation, Family, Fantasy"
3 dev adam,1973,5.1,T. Fikret Uçak,Action
3 hommes et un couffin,1985,6.5,Coline Serreau,Comedy
3 noches,2001,6.5,Fernando Venturini,"Crime, Thriller"
3 zros,2002,4.5,Fabien Onteniente,Comedy
3+2,1962,5.3,Genrikh Oganisyan,Comedy
3-4x jugatsu,1990,6.4,Takeshi Kitano,"Action, Comedy"
3-Way,2004,4.4,Scott Ziehl,"Crime, Drama, Thriller"
30 Days,1999,4.6,Aaron Harnick,"Comedy, Romance"
"30 Foot Bride of Candy Rock, The",1959,4.8,Sidney (I) Miller,"Comedy, Sci-Fi"
30 Frames a Second: The WTO in Seattle,2000,6.2,Rustin Thompson,Documentary
"30 Is a Dangerous Age, Cynthia",1968,4.8,Joseph (I) McGrath,"Comedy, Romance"
30 Winchester per El Diablo,1965,3.0,Gianfranco Baldanello,Western
30 Years of Fun,1963,7.8,Robert Youngson,Comedy
30 Years to Life,2001,5.4,Vanessa Middleton,"Comedy, Drama, Romance"
30 hari mencari cinta,2004,3.8,Upi Avianto,"Comedy, Drama, Romance"
30 panen a Pythagoras,1977,4.0,Pavel Hobl,"Comedy, Musical"
"30, Still Single: Contemplating Suicide",1998,6.8,Gregory J. Lanesey,Comedy
"300 Spartans, The",1962,6.3,Rudolph Maté,"Adventure, Drama, War"
300 mil do nieba,1989,6.7,Maciej Dejczer,Drama
3000 Miles to Graceland,2001,5.3,Demian Lichtenstein,"Action, Comedy, Crime, Thriller"
"301, 302",1995,6.8,Cheol-su Park,"Horror, Mystery, Thriller"
303 Fear Faith Revenge,1998,6.1,Somching Srisupap,"Horror, Mystery"
30:e november,1995,4.1,Daniel Fridell,Action
"317e section, La",1965,7.8,Pierre Schoendoerffer,War
322,1969,5.3,Dusan Hanák,Drama
34-j skoryj,1981,6.8,Andrei Malyukov,Action
35 Aside,1995,6.0,Damien (I) O'Donnell,"Comedy, Short"
35 Miles from Normal,1997,6.8,Mark (I) Schwahn,Drama
36 Hours,1953,6.2,Montgomery Tully,"Crime, Drama"
36 Hours,1965,7.0,George (I) Seaton,"Thriller, War"
3615 code Pre Nol,1990,5.3,René Manzor,"Action, Horror, Thriller"
364 Girls a Year,1996,4.6,Rocco Urbisci,Comedy
365 Nights in Hollywood,1934,6.0,George (I) Marshall,"Comedy, Musical"
372 le matin,1986,7.2,Jean-Jacques Beineix,"Comedy, Drama"
38 popugayev,1976,7.8,Ivan Ufimtsev,"Animation, Family"
"39 Steps, The",1935,8.0,Alfred (I) Hitchcock,"Drama, Mystery, Thriller"
3:10 to Yuma,1957,7.7,Delmer Daves,Western
3:15,1986,4.4,Larry Gross,"Action, Drama"
"3rd Voice, The",1960,7.2,Hubert Cornfield,"Crime, Drama, Thriller"
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,6.9,Charles A. Nichols,"Documentary, Short"
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,6.9,Wilfred Jackson,"Documentary, Short"
4 Clowns,1970,8.1,Robert Youngson,Comedy
4 Inyong shiktak,2003,5.6,Su-yeon (I) Lee,"Drama, Thriller"
4 Little Girls,1997,7.5,Spike Lee,Documentary
4 P.M.,2000,6.0,Lea Morement,"Drama, Short"
4 P.M.,2000,6.0,Samantha Bakhurst,"Drama, Short"
4 Second Delay,1998,5.5,Rod Lurie,"Drama, Short"
4 a.m.: Open All Night,1999,6.8,J. Miller Tobin,Short
4 aventures de Reinette et Mirabelle,1987,7.6,Eric Rohmer,"Comedy, Drama"
4 for Texas,1963,5.3,Robert Aldrich,"Comedy, Western"
4 maneras de tapar un hoyo,1995,8.1,Guillermo Rendón,"Animation, Short"
4 maneras de tapar un hoyo,1995,8.1,Jorge Villalobos,"Animation, Short"
4 marmittoni alle grandi manovre,1974,3.2,Marino Girolami,Comedy
4 mosche di velluto grigio,1971,6.3,Dario Argento,"Crime, Horror, Mystery, Thriller"
"4 saisons d'Espigoule, Les",1999,7.0,Christian Philibert,"Comedy, Documentary"
4 x 4,1965,6.1,Jan Troell,Drama
4 x 4,1965,6.1,Klaus Rifbjerg,Drama
4 x 4,1965,6.1,Maunu Kurkvaara,Drama
4 x 4,1965,6.1,Palle Kjærulff-Schmidt,Drama
4 x 4,1965,6.1,Rolf Clemens,Drama
40,2002,5.8,Michael Caleo,Short
40 Carats,1973,5.8,Milton Katselas,Comedy
40 Days and 40 Nights,2002,5.5,Michael (I) Lehmann,"Comedy, Romance"
40 Days of Musa Dagh,1982,7.2,Sarky Mouradian,"Drama, War"
40 Pounds of Trouble,1962,6.1,Norman Jewison,Comedy
40 Quadratmeter Deutschland,1986,7.1,Tevfik Baser,Drama
40 gradi all'ombra del lenzuolo,1976,4.7,Sergio Martino,Comedy
40 grados a la sombra,1967,5.5,Mariano Ozores hijo,Comedy
"40,000 Horsemen",1941,6.7,Charles Chauvel,War
"40,000 Years of Dreaming",1997,6.3,George (II) Miller,Documentary
"400 Million, The",1939,5.1,Joris Ivens,"Documentary, War"
405,2000,6.7,Bruce Branit,"Action, Comedy, Short, Thriller"
405,2000,6.7,Jeremy (II) Hunt,"Action, Comedy, Short, Thriller"
42K,2000,7.1,Darren Doane,"Action, Adventure, Comedy, Horror"
42K,2000,7.1,Ken Daurio,"Action, Adventure, Comedy, Horror"
42nd Street,1933,7.5,Lloyd Bacon,"Drama, Musical, Romance"
43: The Richard Petty Story,1974,5.2,Edward J. Lakso,Drama
47 morto che parla,1950,7.8,Carlo Ludovico Bragaglia,Comedy
47:an Lken,1971,3.8,Ragnar Frisk,Comedy
47:an Lken blser p,1972,2.8,Ragnar Frisk,Comedy
48 Hrs.,1982,6.7,Walter (I) Hill,"Action, Comedy, Crime, Drama, Thriller"
48 Stunden bis Acapulco,1967,4.3,Klaus Lemke,Crime
491,1964,6.3,Vilgot Sjöman,Drama
"49th Man, The",1953,6.1,Fred F. Sears,Drama
4D Man,1959,5.0,Irvin S. Yeaworth Jr.,"Horror, Romance, Sci-Fi"
"4me pouvoir, Le",1985,7.1,Serge Leroy,Drama
"4th Floor, The",1999,5.7,Josh Klausner,"Horror, Thriller"
"4th Tenor, The",2002,4.8,Harry Basil,"Comedy, Romance"
5 Against the House,1955,5.8,Phil Karlson,"Crime, Drama, Film-Noir"
5 Branded Women,1960,5.2,Martin (I) Ritt,"Drama, War"
5 Card Stud,1968,6.2,Henry Hathaway,"Mystery, Western"
5 Card Stud,2002,9.4,Hank Saroyan,Romance
5 Dark Souls,1996,7.9,Jason Paul Collum,"Action, Crime, Horror, Thriller"
5 Dead on the Crimson Canvas,1996,1.9,Joseph F. Parda,Horror
5 Fingers,1952,7.6,Joseph L. Mankiewicz,"Drama, Thriller"
5 Millionen suchen einen Erben,1938,6.7,Carl Boese,Comedy
"5 Poder, O",1962,8.7,Alberto Pieralisi,Crime
5 Steps to Danger,1957,5.3,Henry S. Kesler,"Adventure, Drama"
5 bambole per la luna d'agosto,1970,5.2,Mario Bava,"Mystery, Thriller"
5 de chocolate y 1 de fresa,1968,3.7,Carlos Velo,Comedy
"5 i fedtefadet, De",1970,5.6,Katrine Hedman,"Crime, Family"
"5 og spionerne, De",1969,4.6,Katrine Hedman,"Crime, Family"
5 sehat 4 sempurna,2002,6.8,Richard Buntario,Comedy
5 tombe per un medium,1965,3.9,Massimo Pupillo,Horror
"5,000 Fingers of Dr. T., The",1953,6.6,Roy (I) Rowland,"Family, Fantasy, Musical"
50 First Dates,2004,6.8,Peter Segal,"Comedy, Romance"
50/50,1982,3.9,Oddvar Bull Tuhus,"Adventure, Drama"
500 Hats of Bartholemew Cubbins,1943,8.4,George Pal,"Animation, Short"
500!,2001,6.2,Giovanni Robbiano,Comedy
500!,2001,6.2,Lorenzo Vignolo,Comedy
500!,2001,6.2,Matteo Zingirian,Comedy
50CC,2000,7.4,Felix Van Groeningen,"Action, Family, Romance, Short"
"51st State, The",2001,6.2,Ronny Yu,"Action, Comedy, Crime, Thriller"
52 Pick-Up,1986,5.9,John Frankenheimer,"Action, Mystery, Thriller"
54,1998,5.4,Mark (I) Christopher,Drama
55 Days at Peking,1963,6.6,Andrew Marton,"Drama, War"
55 Days at Peking,1963,6.6,Guy Green,"Drama, War"
55 Days at Peking,1963,6.6,Nicholas Ray,"Drama, War"
5th Ave Girl,1939,6.2,Gregory La Cava,Comedy
5x2 cinq fois deux,2004,6.2,François Ozon,"Drama, Romance"
6 Day Bike Rider,1934,7.1,Lloyd Bacon,Comedy
6 Miles of 8 Feet,1999,8.0,Ben Tomlin,Short
6 Points,2004,4.4,Anette Winblad,Drama
6-18-67,1967,5.2,George Lucas,"Documentary, Short"
6.5 Special,1958,4.2,Alfred Shaughnessy,Musical
60 Spins Around the Sun,2003,6.9,Laura Kightlinger,"Comedy, Documentary"
6000 Enemies,1939,6.8,George B. Seitz,Crime
633 Squadron,1964,6.1,Walter Grauman,"Drama, War"
"64,000,000 Years Ago",1981,6.6,Bill Maylone,"Animation, Short"
"65, 66 och jag",1936,5.2,Anders (I) Henrikson,Comedy
66 scener fra Amerika,1982,5.4,Jørgen Leth,"Documentary, Short"
66 sezn,2003,6.5,Péter Kerekes,Documentary
"666 - Traue keinem, mit dem Du schlfst!",2002,5.5,Rainer Matsutani,Comedy
666 mo gui fu huo,1996,5.6,Lun Ah,"Action, Thriller"
681-0638,2001,7.1,Ari Grief,"Comedy, Drama"
"6:3, avagy jtszd jra Tutti",1999,6.2,Péter Tímár,Comedy
6ix,1999,6.1,Brett Sullivan,"Comedy, Short"
"6th Day, The",2000,5.9,Roger Spottiswoode,"Action, Sci-Fi, Thriller"
7 Days In September,2002,8.1,Steve (II) Rosenbaum,Documentary
7 Faces of Dr. Lao,1964,6.9,George Pal,Fantasy
7 Women,1966,6.3,John (I) Ford,Drama
7 ans de mariage,2003,6.0,Didier Bourdon,Comedy
"7 ddssyndene, De",2000,8.3,Dag Johan Haugerud,Drama
"7 ddssyndene, De",2000,8.3,Frank Mosvold,Drama
"7 ddssyndene, De",2000,8.3,Lars Gudmestad,Drama
"7 ddssyndene, De",2000,8.3,Margreth Olin,Drama
"7 ddssyndene, De",2000,8.3,Maria Sødahl,Drama
"7 ddssyndene, De",2000,8.3,Marit Åslein,Drama
"7 ddssyndene, De",2000,8.3,Ørjan Karlsen,Drama
7 fois... par jour,1971,2.7,Claude Héroux,"Comedy, Fantasy"
7 fois... par jour,1971,2.7,Denis Héroux,"Comedy, Fantasy"
7 jin gong,1994,5.4,Siu-Tung Ching,Action
"7 mujeres, un homosexual y Carlos",2004,4.1,Rene Bueno,"Comedy, Drama, Romance"
7 note in nero,1977,5.8,Lucio Fulci,"Horror, Mystery"
7 pra-jan-barn,2002,4.7,Chalerm Wongpim,"Action, Comedy"
"7, Hyden Park: la casa maledetta",1985,4.7,Alberto (I) De Martino,"Crime, Drama, Horror, Mystery"
7. himmel,2003,8.9,Steffan Strandberg,Documentary
71 Fragmente einer Chronologie des Zufalls,1994,6.6,Michael Haneke,Drama
711 Ocean Drive,1950,6.8,Joseph M. Newman,"Crime, Drama, Film-Noir"
72 metra,2004,6.0,Vladimir Khotinenko,"Action, Drama, Thriller"
7337,2000,3.0,Sergio G. Sánchez,"Fantasy, Horror, Mystery, Short"
75 Degrees in July,2000,4.8,Hyatt Bass,Drama
76-89-03,2000,6.7,Cristian Bernard,Comedy
76-89-03,2000,6.7,Flavio Nardini,Comedy
78 Tours,1985,7.8,Georges Schwizgebel,"Animation, Short"
"7me cible, La",1984,6.3,Claude Pinoteau,Thriller
7th Cavalry,1956,6.2,Joseph H. Lewis,Western
"7th Dawn, The",1964,5.3,Lewis (II) Gilbert,"Adventure, Drama, War"
7th Street,2003,7.0,Josh Pais,Documentary
"7th Voyage of Sinbad, The",1958,6.9,Nathan Juran,"Action, Adventure, Family, Fantasy"
8,1963,8.1,Federico Fellini,Drama
8  $,1999,9.2,Grigori Konstantinopolsky,Comedy
8  Women,1999,5.6,Peter Greenaway,Comedy
8 Ball Bunny,1950,7.4,Chuck (I) Jones,"Animation, Comedy, Family, Short"
8 Heads in a Duffel Bag,1997,4.7,Tom (I) Schulman,"Comedy, Crime"
8 Mile,2002,6.8,Curtis (I) Hanson,"Drama, Music"
8 Million Ways to Die,1986,4.8,Hal Ashby,"Action, Adventure, Crime, Thriller"
8 Seconds,1994,5.7,John G. Avildsen,Drama
8 femmes,2002,7.1,François Ozon,"Comedy, Crime, Musical, Mystery"
80 Steps to Jonah,1969,5.3,Gerd Oswald,Drama
80 huszr,1978,8.2,Sándor Sára,Drama
"80,000 Suspects",1963,5.4,Val Guest,Drama
800 balas,2002,6.4,Álex de la Iglesia,"Comedy, Western"
84 Charing Cross Road,1987,7.2,David Hugh Jones,"Drama, Romance"
84C MoPic,1989,6.7,Patrick Sheane Duncan,War
88 Antop Hill,2003,3.8,Kushan Nandy,Thriller
89 mm od Europy,1994,7.8,Marcel Lozinski,"Documentary, Short"
"8:e sngen, Den",1998,8.3,Reza Parsa,"Drama, Short"
8MM,1999,5.9,Joel Schumacher,"Mystery, Thriller"
8cht,1997,3.4,Charley Stadler,Short
9 1/2 Ninjas!,1991,2.8,Aaron Barsky,Comedy
9 Mornings,2002,8.2,Jose Javier Reyes,Romance
9 Souls,2003,6.4,Toshiaki Toyoda,Drama
9 dnej odnogo goda,1961,7.3,Mikhail Romm,Drama
9 millimeter,1997,3.7,Peter Lindmark,"Crime, Drama"
9/30/55,1977,6.6,James (I) Bridges,Drama
90 Day Wondering,1956,6.4,Chuck (I) Jones,"Animation, Short"
90 Miles,2001,7.4,Juan Carlos Zaldívar,Documentary
90 South,1933,8.0,Herbert G. Ponting,Documentary
900 Women,2001,4.4,Laleh Khadivi,Documentary
901: After 45 Years of Working,1990,7.1,Eames Demetrios,"Documentary, Short"
91:an Karlsson,1946,4.0,Hugo Bolander,Comedy
91:an Karlssons bravader,1951,4.3,Gösta Bernhard,Comedy
91:an Karlssons permis,1947,4.6,Gösta Bernhard,Comedy
91:an Karlssons permis,1947,4.6,Hugo Bolander,Comedy
91:an och generalernas fnatt,1977,2.5,Ove Kant,Comedy
92 hak mooi gwai dui hak mooi gwai,1992,5.5,Jeffrey Lau,"Action, Comedy, Musical, Romance"
92 in the Shade,1975,5.8,Thomas McGuane,"Comedy, Drama"
9413,1998,6.3,Francis Ng,"Action, Crime, Mystery"
964 Pinnochio,1992,5.1,Shozin Fukui,Sci-Fi
97 Brooks,2002,3.9,Mikon A. Haaksman,"Comedy, Drama, Thriller"
97 ga yau choi si,1997,4.3,Alfred Cheung,Comedy
97 goo waak jai jin mo bat sing,1997,5.9,Wai Keung Lau,"Action, Drama"
976-EVIL,1989,3.6,Robert Englund,Horror
976-EVIL 2: The Astral Factor,1991,2.9,Jim Wynorski,Horror
976-WISH,1997,2.0,David L. Bertman,"Comedy, Fantasy, Romance, Short"
99 River Street,1953,6.6,Phil Karlson,"Crime, Drama, Film-Noir"
99 and 44/100% Dead,1974,4.2,John Frankenheimer,Adventure
99.9,1997,6.1,Agustín Villaronga,"Horror, Thriller"
999 Aliza Mizrahi,1967,7.0,Menahem Golan,"Comedy, Drama"
999-9999,2002,5.6,Peter Manus,"Horror, Thriller"
9:30,2004,6.4,Mun Chee Yong,Short
9mm of Love,2000,6.6,Robert Duncan McNeill,"Comedy, Crime, Romance, Short"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Anne Fontaine,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,François Dupeyron,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Françoise Decaux-Thomelet,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Jean-Claude Guiguet,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Marion Vernoux,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Merzak Allouache,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Nils Tavernier,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Paul Vecchiali,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Philippe Faucon,"Comedy, Drama"
"@mour est  rinventer, dix histoires d'amours au temps du sida, L'",1996,6.5,Pierre Salvadori,"Comedy, Drama"
A,1998,5.1,Tatsuya Mori,Documentary
A,2002,2.9,Darren Almond,Documentary
A & P,1996,5.6,Bruce (I) Schwartz,"Drama, Short"
"A 008, operazione Sterminio",1965,6.1,Umberto Lenzi,Action
A 11-a porunca,1991,6.0,Mircea Daneliuc,Drama
A Fei jing juen,1991,7.3,Kar Wai Wong,Drama
A Hunting We Will Go,1932,6.5,Dave Fleischer,"Animation, Comedy, Family, Short"
A La Cart,1997,9.0,Jamie Neese,"Action, Comedy, Thriller"
A byl li Karotin,1989,5.2,Gennadi Poloka,"Comedy, Crime"
A cavallo della tigre,1961,5.7,Luigi Comencini,Comedy
A cavallo della tigre,2002,5.3,Carlo Mazzacurati,Comedy
A ciascuno il suo,1967,5.7,Elio Petri,Crime
A ciegas,1997,4.7,Daniel Calparsoro,Thriller
A doppia faccia,1969,4.9,Riccardo Freda,Thriller
A doua cadere a Constantinopolului,1994,4.9,Mircea Muresan,Comedy
A futura memoria: Pier Paolo Pasolini,1986,7.3,Ivo Barnabò Micheli,Documentary
A galope tendido,2000,5.6,Julio (I) Suárez,"Comedy, Western"
A la medianoche y media,1999,6.4,Mariana Rondón,Drama
A la medianoche y media,1999,6.4,Marite Ugáz,Drama
A la plida luz de la luna,1985,1.9,José María (I) González Sinde,Comedy
A los cirujanos se les va la mano,1980,5.4,Hugo Sofovich,Comedy
A los que aman,1998,7.3,Isabel Coixet,Drama
A mezzanotte va la ronda del piacere,1975,5.7,Marcello Fondato,"Comedy, Drama, Mystery"
A mi madre le gustan las mujeres,2002,5.9,Daniela Fejerman,Comedy
A mi madre le gustan las mujeres,2002,5.9,Inés París,Comedy
A propsito de Buuel,2000,7.5,Javier Rioyo,Documentary
A propsito de Buuel,2000,7.5,José Luis López-Linares,Documentary
A ruota libera,2000,3.7,Vincenzo Salemme,Comedy
A sangre fra,1959,6.1,Juan Bosch,Crime
A sega nakade?,1988,7.1,Rangel Vulchanov,Drama
A solas contigo,1990,5.0,Eduardo Campoy,Thriller
A tiro limpio,1963,6.5,Francisco Pérez-Dolz,Crime
A toda mquina,1951,8.5,Ismael (I) Rodríguez,Comedy
A tu per tu,1984,4.6,Sergio Corbucci,Comedy
A un dios desconocido,1977,6.2,Jaime Chávarri,Drama
A volar joven!,1947,8.0,Miguel M. (I) Delgado,Comedy
A yesli eto lyubov?,1961,7.1,Yuli Raizman,Drama
A zori zdes tikhiye,1972,8.6,Stanislav Rostotsky,"Action, War"
A+ Pollux,2002,6.1,Luc Pagès,Romance
"A, B, C... Manhattan",1997,6.1,Amir Naderi,Drama
A-Ducking They Did Go,1939,8.1,Del Lord,"Comedy, Short"
A-Haunting We Will Go,1942,5.3,Alfred L. Werker,Comedy
A-Haunting We Will Go,1949,5.8,Seymour Kneitel,"Animation, Short"
A-Haunting We Will Go,1966,5.6,Robert McKimson,"Animation, Comedy, Family, Short"
A-Lad-In Bagdad,1938,5.1,Cal Dalton,"Animation, Comedy, Family, Short"
A-Lad-In Bagdad,1938,5.1,Cal Howard,"Animation, Comedy, Family, Short"
A-Lad-in His Lamp,1948,7.7,Robert McKimson,"Animation, Comedy, Family, Short"
"A-Tom-inable Snowman, The",1966,5.1,Abe Levitow,"Animation, Comedy, Family, Short"
A.A.A. Achille,2003,6.1,Giovanni Albanese,Comedy
A.D.A.M.,1988,5.7,Herbert Ballmann,Comedy
A.K.,1985,7.3,Chris Marker,Documentary
A.K.A. Birdseye,2002,5.3,Michael C. Huber,"Comedy, Crime"
A.K.A. Birdseye,2002,5.3,Stephen Beckner,"Comedy, Crime"
A.K.A. Don Bonus,1995,8.0,Sokly Ny,Documentary
A.K.A. Don Bonus,1995,8.0,Spencer Nakasako,Documentary
A.N.I. 1240,2003,6.6,Rolf Schrader,"Sci-Fi, Short"
A.P.E.X.,1994,4.3,Phillip J. Roth,Sci-Fi
A.W.O.L.,1918,4.9,Charles R. Bowers,"Animation, Comedy, Short, War"
A.W.O.L. (1999/I),1999,5.4,Jack Swanstrom,Drama
A/R andata+ritorno,2004,4.9,Marco (I) Ponti,Comedy
ABBA: The Movie,1977,6.1,Lasse Hallström,"Documentary, Family, Music"
ABC Africa,2001,6.2,Abbas Kiarostami,Documentary
"ABC of Love and Sex: Australia Style, The",1978,3.6,John D. Lamond,"Comedy, Documentary"
"ABC's of Happiness, The",2001,2.5,Johan Wilhelmson,"Animation, Short, War"
"ABC's of Sex Education for Trainable Persons, The",1975,5.8,Max Brecher,Short
ABCD,1999,5.5,Krutin Patel,Drama
AC/DC: Let There Be Rock,1980,8.6,Eric Dionysius,Music
AC/DC: Let There Be Rock,1980,8.6,Eric Mistler,Music
AFI's 100 Years... 100 Movies: The Antiheroes,1998,6.1,Tom (I) Donahue,Documentary
AKA,2002,6.4,Duncan Roy,Drama
AVP: Alien Vs. Predator,2004,5.3,Paul W.S. Anderson,"Action, Horror, Sci-Fi, Thriller"
Aa Ab Laut Chalen,1999,6.3,Rishi Kapoor,"Drama, Musical, Romance"
Aa Gale Lag Ja,1994,6.1,Hamid Ali Khan,Romance
Aa Gale Lag Jaa,1973,7.9,Manmohan Desai,Romance
Aa Okkati Adakku,1993,8.4,Satyanarayana E.V.V.,Comedy
Aa! Megamisama! The Movie,2000,7.8,Hiroaki Gôda,"Animation, Comedy, Fantasy, Romance"
Aaah Belinda,1986,8.0,Atif Yilmaz,"Comedy, Fantasy"
Aadmi,1968,8.3,A. Bhimsingh,"Musical, Romance"
Aadmi Aur Insaan,1969,3.7,Yash Chopra,"Drama, Family"
Aag,1948,6.5,Raj (I) Kapoor,"Musical, Romance"
Aaghaaz,2000,7.1,Yogesh Ishwar,"Action, Crime, Drama, Romance"
Aah,1953,6.8,Raja Nawathe,"Drama, Family, Musical, Romance"
Aaina,1974,5.4,K. Balachander,Drama
Aaina,1993,4.9,Deepak Sareen,"Family, Romance"
Aaj Ka Arjun,1990,6.9,K.C. Bokadia,"Action, Crime, Drama"
Aaj Ka Goonda Raj,1992,6.4,Ravi Raja Pinisetty,"Action, Family, Thriller"
Aakali Rajyam,1981,5.3,K. Balachander,"Drama, Family"
Aakhree Raasta,1986,8.1,K. Bhagyaraja,Action
Aaltra,2004,4.9,Benoît Delépine,Comedy
Aamdani Atthanni Kharcha Rupaiya,2001,5.1,K. Raghavendra Rao,Comedy
Aan,1952,8.6,Mehboob Khan,"Adventure, Musical, Romance"
Aan Milo Sajna,1970,5.4,Mukul Dutt,"Drama, Family, Musical"
Aan: Men at Work,2004,5.9,Madhur Bhandarkar,"Action, Drama"
Aandhi,1975,6.8,Sampooran Singh Gulzar,"Drama, Musical"
Aankhen,1968,7.2,Ramanand Sagar,"Action, Adventure, Drama, Family, Musical, Mystery, Thriller"
Aankhen,1993,4.7,David Dhawan,Comedy
Aankhen,2002,6.6,Vipul Amrutlal Shah,"Comedy, Crime, Drama, Thriller"
"Aanslag, De",1986,7.3,Fons Rademakers,"Drama, War"
Aap Ki Kasam,1974,7.1,J. Om Prakash,Romance
Aap Mujhe Achche Lagne Lage,2002,3.9,Vikram Bhatt,"Action, Drama, Romance"
Aapko Pehle Bhi Kahin Dekha Hai,2003,6.1,Anubhav Sinha,"Comedy, Musical, Romance"
Aapo,1994,4.9,Tero Jartti,Drama
Aar Paar,1954,7.3,Guru (I) Dutt,"Musical, Romance, Thriller"
Aar Ya Paar,1997,7.1,Ketan Mehta,Thriller
Aaron Cohen's Debt,1999,6.4,Amalia Margolin,"Crime, Drama"
Aaron Gillespie Will Make You a Star,1995,7.0,Massimo Mazzucco,Comedy
Aaron Loves Angela,1975,6.0,Gordon Parks Jr.,"Drama, Romance, Thriller"
Aaron Slick from Punkin Crick,1952,4.9,Claude Binyon,Musical
Aarti,1962,7.8,Phani Majumdar,"Family, Musical, Romance"
Aarzoo,1999,5.9,Lawrence D'Souza,"Action, Drama, Musical, Romance"
Aasha,1980,5.9,J. Om Prakash,"Drama, Family, Musical, Romance"
Aashiq,2001,4.2,Indra Kumar,"Action, Comedy, Drama"
Aashiq Hoon Baharon Ka,1977,7.0,J. Om Prakash,Romance
Aashiqui,1990,5.3,Mahesh (I) Bhatt,"Drama, Musical, Romance"
Aashirwad,1968,8.6,Hrishikesh Mukherjee,"Drama, Family"
Aastha,1997,7.5,Basu Bhattacharya,Drama
Aatamin puvussa ja vhn Eevankin,1971,6.3,Matti Kassila,Comedy
Aatamin puvussa ja vhn Eevankin...,1940,4.6,Ossi Elstelä,Comedy
Aatank Hi Aatank,1995,7.3,Dilip (II) Shankar,"Action, Crime, Drama, Thriller"
Aatish,1994,8.5,Sanjay Gupta,Action
Aatomik,1970,9.0,Elbert Tuganov,"Animation, Sci-Fi"
Aau chin,1999,7.2,Johnny To,"Action, Drama"
Aau chin 2,2001,6.0,Johnny To,"Action, Crime"
Aau chin 2,2001,6.0,Wing-cheong Law,"Action, Crime"
Aau dut,1997,6.8,Nai-Hoi Yau,"Action, Crime, Drama, Thriller"
